ID, Instructions
85," Combine soy sauce, sake, and ginger in a large bowl. Add chicken; turn to coat. Cover with plastic wrap and marinate in the refrigerator for 30 minutes.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).
 Place cornstarch in a large resealable plastic bag. Add chicken; seal bag and toss until chicken is coated with cornstarch.
 Fry chicken in batches until golden brown and juices run clear, 2 to 3 minutes. Drain on paper towels or on a wire rack.
 Please be sure to use regular rice wine (sake) for this recipe. Don't confuse it with sweet rice wine (mirin) or rice vinegar!
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
86," Place the block of tofu between sheets of paper towels. Set a plate on top; add a 3- to 5-pound weight to the plate. Press tofu for 15 minutes; drain and discard the accumulated liquid.
 Meanwhile, combine water, soy sauce, mirin, and dashi in a saucepan. Bring to a boil over medium heat. Remove from heat and set aside.
 Remove weight, plate, and paper towels. Cut tofu into 3/4-inch cubes. Place flour in a bowl and lightly coat tofu with flour.
 Heat oil in a heavy pot and fry tofu until golden-brown, 4 to 6 minutes. Fry in batches if necessary so as not to overcrowd the pot. Place fried tofu in a serving dish and pour sauce on top. Sprinkle with green onions.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
87," With Japanese cuisine, it's easy to find wow-worthy vegetarian dishes. Plenty of dishes are centered around vegetarian-friendly options like rice, soy, noodles, and vegetables, leading to plant-based favorites like onigiri and soba noodle bowls. So skip the takeout this week and recreate your Japanese favorites at home with some of our top-rated vegetarian recipes.
 Sunomono, also referred to as ""namasu,"" are rice-vinegar-based dishes that are briefly marinated for a quick pickled result. Here, thinly sliced cucumbers are given the same treatment in a blend of vinegar, salt, sugar, and fresh ginger.
 This side highlights how you don't need a long list of ingredients to create a delicious dish. Pan-fried in a bit of sesame oil, the crisp-tender green beans are then tossed with a dash of soy sauce and pinch of sesame seeds.
 Getting the correct consistency for sushi rice can make or break your meal. Too loose and your rolls will crumble apart, but too sticky and the end result is mush. This helpful recipe takes away the confusion and shows how to make perfectly seasoned and textured sushi rice every single time.
 Delightfully light and crispy when fried, tempura batter is a beloved Japanese cooking technique. This recipe uses one sweet potato, just the right size for a share-worthy appetizer.
 Soba noodles have distinct nutty flavor due to being made with buckwheat flour. For this dish they're tossed in a tangy soy sauce with steamed broccoli florets.
 A key ingredient in Japanese cuisine, dashi is often made with fish products, making it not vegetarian-friendly. This recipe makes a plant-based alternative by switching in a type of kelp, konbu (also known as kombu), to make a boldly flavored broth.
 A Japanese version of the omelet, tamagoyaki is fried egg rolled in on itself to create fluffy layers. In this recipe it's topped with savory mushrooms and mozzarella for an unusual combination that ends up tasting irresistible.
 Sweet, sour, and spicy, this refreshing cucumber salad hits on all the tastes. A spoon of chili paste adds heat and bit of color, while a drizzle of sesame oil provides a nutty flavor.
 Miso, fermented soybean paste, is an umami-rich ingredient that adds depth to vegetarian dishes. Be sure to double check the ingredients list when purchasing, as some brands of miso contain fish. Here it's used to create a salty broth, combined with buckwheat noodles, fresh pumpkin, and tofu.
 Filled with garlic-honey marinated tofu, along with julienned veggies like carrots, cucumber, and avocado, each bite of these nori rolls is bursting with flavor. Reviewer Lindsah says, ""Perfect recipe to get me over my fear of making sushi! Colorful, flavorful, and easy.""
 Pre-made seaweed salads, like the kind you find in store sushi containers, isn't always vegetarian as some varieties contain fish products. Instead, get your daily dose of greens with this side dish prepared in a similar manner. Spinach is quickly blanched before getting drizzled with a sweet soy sauce and a sprinkling of sesame seeds.
 These nori-wrapped rice balls are a beloved lunchbox staple in Japan. If you're looking for extra flavor, you can stuff the inside of each onigiri with a little pickled veggies and baked tofu, or feel free to roll the rice in your favorite seasoning blends.
 Made with the trio of tofu, tomatoes, and red onions, this Japanese-inspired salad is drizzled with a tangy sesame and soy dressing that makes it a real stand apart recipe. And as a bonus, this vegetarian dish boasts 17 grams of protein in each tasty serving.
 Recreate this beloved Japanese steakhouse side dish at home with this simple recipe. Thinly sliced zucchini and onion are simmered until just tender in a blend of sesame seeds, teriyaki, and soy sauce.
 A little creamy, a little crunchy, putting avocado and cucumber together in sushi makes for a contrast of tastes and textures. Serve with a little soy sauce and wasabi on the side for dipping and you're all set!
"
88," Combine chicken wings, sake, garlic, sesame oil, ginger, dashi, and 1/2 teaspoon salt in a large bowl. Cover with plastic wrap and place in the refrigerator to marinate, at least 1 hour.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).
 Place cornstarch in a shallow bowl. Dip marinated chicken wings in cornstarch and coat both sides.
 Fry chicken wings until crispy brown and crunchy on the outside and no longer pink at the bone, 10 to 15 minutes per batch. Drain on paper towels and sprinkle with salt and black pepper before serving.
 Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
89," Gather all ingredients.
 Beat egg whites in a bowl until frothy.
 Fold flour and cold water into egg whites until the batter is just barely mixed.
 Coat vegetables or meat with cornstarch, then dip into the tempura batter and fry in hot oil until light golden brown and crispy.
"
90," Soak bamboo skewers in water.
 Prepare the chicken skewers: Cut chicken thighs in half lengthwise along the creases and halve the thicker portions to get 3 or 4 pieces each. Place chicken in a bowl. Pour in soy sauce, sake, mirin, brown sugar, green onions, ginger, and oil. Toss by hand until well combined and brown sugar is dissolved. Cover top in plastic wrap and marinate in the refrigerator for 2 to 6 hours.
 Make the dressing: Combine mayonnaise, buttermilk, sour cream, and miso in a bowl. Add green onion, garlic, tarragon, dill, and chives. Season with black pepper and cayenne. Whisk dressing until thoroughly combined.
 Thread chicken pieces onto skewers. Strain marinade into a saucepan and bring to a boil to make the glaze.
 Preheat a grill for medium-high heat. Grill skewers, basting with some of the reserved marinade, until meat firms up and springs back to the touch, 4 to 5 minutes per side.
 Serve skewers next to the miso ranch dressing and brush with reserved glaze.
"
91," I've always gone out of my way to avoid egg salad, and had no plans to change that behavior this late in life, but after seeing people go nuts over this sandwich on social media, I decided to give it a go.
 Surprisingly, I didn't hate it. In fact, I kind of liked it, and have identified the two main reasons why. It comes served on soft, buttery, slightly sweet Japanese milk bread, which is the perfect delivery system. Plus, the salad is bound together with a super savory mayonnaise that, as my old buddy Guy Fieri might say, would taste great on a flip flop. The most popular brand of this mayo is called Kewpie, which is pretty easy to find. But just in case, I show a fairly close version using commonly found pantry ingredients.
 Mine doesn't include MSG, which is one reason people line up for the stuff, but it's still very savory. Between that and the homemade milk bread, I almost forgot I was eating egg salad. So, whether you love egg salad and have always wanted to try this, or you're not a huge fan (but willing to taste the world's most famous version), I hope you give this a try soon. Enjoy!
 For more Chef John, be sure to subscribe to Food Wishes on YouTube! Click the ""Join"" button there to get Chef John's bonus video footage and behind-the-scenes pictures, live chats, and other Food Wishes member exclusives.
 Place eggs in the bottom of a saucepan. Add 1/4 inch of water. Heat over medium-high heat and bring to a boil. Cover and steam for 11 minutes. Turn off the heat and drain water carefully; pour cold water over and let cool.
 Mix mayonnaise, salt, sugar, mustard, hot sauce, lemon juice, and vinegar for Kewpie-style mayonnaise together. Cover with plastic wrap and refrigerate until needed.
 Peel eggs. Mash in a shallow bowl with the side and back of a fork until desired texture is reached. Add salt, sugar, cayenne, heavy cream, and 3 tablespoons Kewpie-style mayonnaise. Stir to combine. Wrap and refrigerate until well chilled, at least 1 hour. Taste and adjust seasonings.
 Butter bread slices and use 1/2 of the egg salad on each sandwich. Cut crusts off before serving if you're fancy.
 Nutrition data for this recipe includes the full amount of Kewpie-style mayonnaise. You will have enough left to make another batch (2 more sandwiches).
"
92," Whisk soy sauce, rice vinegar, and ginger together in a bowl; set dipping sauce aside.
 Bring a large saucepan of water to a boil. Add edamame and boil until tender, about 5 minutes. Drain and rinse under cold water.
 Serve pods with the sauce for dipping.
"
93," Eating in a Japanese izakaya is a bit like pub or gastropub dining in the United States. You'll grab a beer, sake, or cocktail, and share plates of comfort food with your friends in a warm and welcoming environment. To recreate the fun, comfortable izakaya experience at home, we've gathered together some of our favorite izakaya-style recipes.
 A classic nibble, edamame are simply soybeans seasoned with minced garlic and salt, coated with oil, and roasted until browned. A super-quick recipe for a fun-to-eat appetizer or bar snack. ""Love this method,"" says Buckwheat Queen. ""The edamame come out plump and flavorful.""
 Tamagoyaki is a classic Japanese omelette, slightly sweet and seasoned with soy sauce, mirin, and dashi stock. ""It's a favorite in bento boxes and also makes an easy, authentic Japanese appetizer,"" says Chef Jackie. ""Serve with shredded daikon and soy sauce for dipping.""
 This version of the savory and highly customizable Japanese pancake is filled with cabbage, bacon, sausage, and shrimp. ""Okonomiyaki is a Japanese pancake stuffed with yummy goodness!"" says Stephanie Llamas. ""Okonomi means 'what you like' and yaki means 'grilled.' The ingredients provided are the basic okonomiyaki recipe. Feel free to add any vegetables or other meats. Have fun playing with the ingredients!""
 You might also like these variations: 
 These pan-fried dumplings are filled with a savory mixture of ground pork, cabbage, and ginger, flavored with mirin, ginger, sake, and soy saue. They're perfect starters or light noshes shared with friends.
 This classic Japanese-style fried chicken features bite-size pieces of chicken marinated in ginger, sake, and soy sauce and then fried. ""Serve as an appetizer or with rice and veggies to make a yummy meal,"" says Brenda Sawyer Adamson. ""It even tastes good cold; my mom used to make this to take with us on picnics.""
 Grilled yakitori is one of the most popular izakaya dishes. To make this easy chicken version, simply baste skewered chicken thigh meat with a tasty mixture of sake, soy sauce, mirin, and sugar as they grill. ""Chicken yakitori is an easy Japanese dish to make at home,"" says ChefJackie. ""Serve with white rice and sake for an easy but special meal!""
 ""This is basically a common Japanese fast food where thinly sliced beef and caramelized onions are served on top of short-grain rice,"" says LittoBubbo. ""Perfect when hot, cold, or room temperature. Good for school lunches on hot days.""
 Chicken breast halves are pounded thin, coated in flour, egg, and Japanese panko, and then quickly pan-fried until beautifully golden brown. ""This is my family recipe for Chicken Katsu — Japanese style fried chicken,"" says sakuraiiko. ""Serve with white rice and tonkatsu sauce."" You can also use this recipe to make Tonkatsu, which calls for pork cutlets instead of chicken.
 This recipe starts with a simple soy-ginger marinade. The skewered, marinated cubes of sirloin steak require mere minutes on the grill. ""This marinade is delicious with beef, but is great with pork or chicken too,"" says Rayna Jordan. ""You will need to adjust the cooking time depending upon the meat or poultry you use for the skewers.""
 Buckwheat soba noodles mix it up with stir-fried thin strips of pork tenderloin, julienned strips of carrots and onions, grated ginger, minced garlic, shredded napa cabbage, and a flavorful sauce. ""This authentic yakisoba was taught to me by my host mother when I lived in Osaka, Japan,"" says veithk. ""It is the real deal and my friends love it.""
"
94," In a large bowl, mix chicken, cabbage, carrots, green onions, green beans, green bell pepper, and zucchini. In a separate bowl, beat together eggs, flour, chicken stock, and soy sauce. Pour batter over chicken mixture and toss to thoroughly coat.
 Mix vegetable oil and sesame oil in a skillet over medium heat. Scoop about 1/4 cup batter into skillet, enough to make a 2 1/2 inch circle. Cover and cook 4 minutes, or until the bottom is golden brown. Flip and continue cooking 4 minutes, or until cooked through. Drain on paper towels.
"
95," Preheat oven to 225 degrees F (110 degrees C).
 Melt the butter and sugar together in a small sauce pan over low heat. Remove from heat, then stir in the corn oil and corn syrup. Place the cereal on a large baking sheet. Pour the butter mixture over the cereal, then sprinkle the furikake while tossing the cereal to coat.
 Bake in the preheated oven until the cereal is dry, stirring every 15 minutes to keep cereal from browning too quickly. Allow to cool, then store in an airtight container.
"
96," In a bowl, mix the mirin, garlic, soy sauce, monosodium glutamate, and sugar; stir to dissolve the sugar. Place the beef and green onions into the marinade, stir to coat with marinade, and allow to stand for 30 minutes. Soak bamboo skewers in water.
 Preheat the oven's broiler and set the oven rack about 6 inches from the heat source.
 Roll a slice of thin beef around a piece of green onion; skewer the roll with 2 bamboo skewers, place about 1/2 inch apart. Repeat twice more, placing 3 beef rolls onto the 2 skewers. Repeat with remaining beef, green onion, and skewers until all the beef is rolled up. Place skewers onto a broiling pan. Discard used marinade.
 Broil until browned on both sides, about 3 to 3 1/2 minutes per side.
"
97," Melt butter in a large skillet over medium heat. Add onion; cook and stir until softened and browned, about 5 minutes. Add shrimp; cook and stir until opaque, 1 to 2 minutes. Stir in 2 tablespoons flour and white wine. Pour in milk gradually, stirring constantly with a wooden spoon; cook until white sauce thickens, 3 to 5 minutes.
 Remove white sauce from heat. Stir in rice until evenly mixed. Add Parmesan cheese, dill, salt, and black pepper. Cool until mixture is easily handled, about 15 minutes.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).
 Place 3 tablespoons flour in a shallow bowl. Whisk egg in a small bowl. Spread bread crumbs on a plate.
 Form rice mixture into 8 equal balls. Roll 1 ball in flour, dip in beaten egg, and coat with bread crumbs. Repeat with remaining balls.
 Deep-fry in hot oil until golden brown, about 3 minutes.
 If there doesn't seem to be enough white sauce to evenly coat the rice in step 2, you can gradually stir in a little bit more milk until it seems to be enough.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
98," Combine sake, mirin, ginger, garlic, soy sauce, and pepper for marinade in a glass or ceramic bowl and mix well. Add chicken and marinate in the refrigerator for at least 30 minutes.
 While chicken marinates, combine mayonnaise, miso, ginger, garlic, soy sauce, and honey for the miso mayonnaise in a bowl.
 Combine cabbage, carrots, cilantro, vinegar, green onions, sesame oil, sesame seeds, salt, and pepper for the slaw in another bowl.
 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Remove chicken from marinade and dredge in cornstarch, knocking off any excess.
 Fry chicken in the hot oil until no longer pink in the centers and golden brown on the outsides, 4 to 5 minutes on each side.
 Coat toasted buns with miso mayonnaise. Add fried chicken, top with slaw, and sprinkle each with togarashi. Serve.
 I also like to top the sandwich with Sriracha (or whatever hot sauce you like), but that's optional.
 We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
"
99," Combine soy sauce, rice vinegar, sesame oil, and chili sauce in a small mixing bowl for dipping sauce. Set aside.
 Combine pork, leeks, mushrooms, garlic, rice wine, soy sauce, ginger, sesame oil, salt, and pepper in a large bowl. Mix well to form a uniform mixture.
 Take one round dumpling wrapper and put 2 tablespoons of the pork mixture on 1/2 of the wrapper. Leave approximately 1/8 inch space from the end of the dumpling. Using a brush or your finger, apply a thin coat of water all along the open space. Fold the wrapper over and push down, so the two sides get ""glued"" together and form a half moon. Use a fork to pinch down on the edges of the half moon to seal. Repeat to make remaining dumplings.
 Heat 1 tablespoon of oil in a large nonstick pan over medium heat. Place the dumplings into the pan in one layer; do not overcrowd. Cook the dumplings for 3 to 4 minutes.
 Without flipping the dumplings, pour about 4 tablespoons of water into the pan and cover immediately. Allow the dumplings to steam until the water has evaporated and the meat inside has cooked, 3 to 4 minutes.
 Remove the lid and pour remaining tablespoon of oil into the pan and let the dumplings crisp up from the bottom; do not flip-gyoza should only be crisp on one side and steamed on the other. Place the dumplings browned-side up on a plate. Repeat with remaining dumplings and more oil as necessary. Serve with the dipping sauce.
"
100," Wash rice in a mesh strainer until water runs clear. Combine washed rice and 4 1/2 cups water in a saucepan. Bring to a boil over high heat, stirring occasionally. Reduce heat to low; cover, and simmer rice until water is absorbed, 15 to 20 minutes. Let rice rest for 15 minutes to continue to steam and become tender. Allow cooked rice to cool.
 Combine remaining 1 cup water with salt in a small bowl; use to dampen hands before handling rice. Divide cooked rice into 8 equal portions. Use one portion of rice for each onigiri.
 Divide one portion of rice in two. Create a dimple in rice and fill with a heaping teaspoon of bonito flakes. Cover with remaining portion of rice and press lightly to enclose filling inside rice ball. Gently press rice to shape into a triangle; wrap with a strip of nori and sprinkle with sesame seeds. Repeat with remaining portions of rice.
"
101," Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch pan with cooking spray.
 Whisk mochiko, sugar, and baking powder together in a bowl.
 Combine water, coconut milk, vanilla, and food coloring in a medium bowl. Blend in dry ingredients, then pour into the prepared pan. Cover with foil.
 Bake in the preheated oven for 1 hour. Remove from the oven and let cool completely, 30 minutes to 1 hour.
 Dust a work surface with potato starch. Invert the pan onto the work surface. Use a plastic knife to cut into 36 squares.
"
102," Preheat oven to 350 degrees F (175 degrees C).
 Bring potatoes to a boil in a large pot of salted water. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain; transfer potatoes to a large baking dish.
 Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels; crumble and sprinkle over potatoes.
 Heat a skillet over medium heat; cook and stir celery and green onion until celery is tender, about 5 minutes. Transfer vegetables to baking dish.
 Whisk mayonnaise, vinegar, sugar, mustard, salt, and black pepper in a bowl until smooth. Pour mixture over potatoes and stir until well mixed. Sprinkle with Cheddar cheese.
 Bake in preheated oven until cheese is melted, 20 to 35 minutes.
"
103," This traditional Sauerbraten recipe, complete with a sweet-savory gravy, has a melt-in-your-mouth texture and irresistible flavor. 
 Sauerbraten is a German roast of marinated meat, traditionally beef. Since it’s generally made with tougher cuts (usually the rump roast), the meat is marinated for days at a time. The roast is sliced and served with a gravy. In some recipes, the gravy is made with gingersnaps. 
 These are the ingredients you’ll need to make this Sauerbraten recipe at home: 
 You’ll find the full, step-by-step recipe below – but here’s a brief overview of what you can expect when you make homemade Sauerbraten with gingersnap gravy: 
 Serve the Sauerbraten with potato dumplings or spaetzle. For more delicious inspiration, explore our collection of German Recipes. 
 “My grandma used to make Sauerbraten every year for Thanksgiving,” says syreeninsapphire. “I wanted to recapture that flavor, and this did it perfectly! Tastes exactly like my childhood.”
 “The most flavorful beef roast I have ever done,” raves Leah Pogemiller. “I followed the recipe exactly. I would not change a thing. The length of preparation was worth the results. Although I set the table with table knives, they were unnecessary — fork tender!”
 “This was my first attempt at making Sauerbraten and it turned out delicious,” according to Karena. “The flavor was mouthwatering and the gingersnaps made all the difference with the flavor.”
 Editorial contributions by Corey Williams
 Place beef rump roast, onions, vinegar, water, 1 tablespoon salt, 1 tablespoon black pepper, sugar, cloves, and bay leaves in a large pot. Cover and refrigerate for 2 to 3 days, turning meat daily. Remove meat from marinade and pat dry with paper towels, reserving marinade.
 Season flour to taste with salt and black pepper in a large bowl. Sprinkle flour mixture over beef.
 Heat vegetable oil in a large Dutch oven or pot over medium heat; cook beef until brown on all sides, about 10 minutes.
 Pour reserved marinade over beef, cover, and reduce heat to medium-low. Simmer until beef is tender, 3 1/2 to 4 hours.
 Remove beef to a platter and slice.
 Strain solids from remaining liquid and continue cooking over medium heat. Add gingersnap cookies and simmer until gravy is thickened, about 10 minutes. Serve gravy over sliced beef.
"
104," Beat the butter, sugar, egg, and salt together in a mixing bowl until light and fluffy. Stir in the flour and baking soda, and mix just until blended. Mix in the hazelnuts.
 Turn the dough out onto a lightly floured surface and shape into 2 1/2 inch log. Wrap snugly in wax paper, and refrigerate overnight.
 Preheat oven to 375 degrees F (190 degrees C). Lightly grease baking sheets.
 Unwrap, and cut the log into 1/8 inch thick slices. Place on prepared baking sheets 2 inches apart. Brush tops with beaten egg and, if desired, decorate with sprinkles.
 Bake in preheated oven until edges are lightly browned, 12 to 15 minutes. Cool on racks, and store in an airtight tin.
"
105," Mix cucumbers and salt in a bowl; let sit for 1 hour. Drain cucumber in a colander, squeezing as much excess liquid as you can with your hands.
 Combine cucumbers and green onions in a bowl.
 Stir sour cream, vinegar, oil, and dill together in a small bowl; drizzle over cucumber mixture and toss to coat.
"
106," Preheat oven to 325 degrees F (165 degrees C). Melt butter in an 8 inch square pan. Stir in graham cracker crumbs, 2 tablespoons sugar and 1/4 teaspoon cinnamon. Pat over bottom and onto sides of dish. Set aside.
 In a blender, combine cottage cheese, milk, eggs, flour, lemon juice, vanilla, 2/3 cup sugar and 1/4 teaspoon salt. Blend until smooth. Pour into prepared crust.
 Bake in the preheated oven for 60 minutes, or until filling is firm. Allow to cool completely.
"
107," Bring a large pot of lightly salted water to a boil.
 Meanwhile, break matzo crackers into small pieces; place in a large bowl. Add tap water to cover; allow to soak until soft, a few minutes. Drain off excess water.
 Heat oil in a large skillet over medium heat. Add drained matzo crackers; stir until dry and slightly brown. Remove from heat; stir in eggs, onion, parsley, salt, and pepper. Stir in just enough matzo meal until mixture holds together.
 Roll mixture into one 2-inch matzo ball; place in the boiling water to test consistency. The ball must rise to the top of the water and not break apart. If it doesn't rise, too much matzo meal was added; add another beaten egg to the mixture and test again. When desired consistency is reached, roll mixture into 2-inch balls.
 Bring chicken broth in a large saucepan to a lively simmer over medium heat. Carefully add matzo balls; simmer until balls are cooked through and rise to the top of the broth. Serve.
"
108," Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 10 inch tube pan.
 In a large bowl, cream the butter with the sugar. Beat in egg yolks. Continue beating for 10 minutes.
 Gradually stir in flour, alternating with splashes of milk, until all of the flour and milk are mixed in. Stir in baking powder.
 In a separate bowl, beat egg whites. Fold egg whites into batter.
 Reserve 1/4 of the batter, and pour the rest into a greased, floured tube pan.
 Mix cocoa into the remaining 1/4 of the batter. Then turn into tube pan, and fold under with a fork to produce a marbled appearance.
 Bake in the preheated oven for 60 to 70 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.
"
109," Preheat the oven to 350 degrees F (175 degrees C).
 Melt together sugar, shortening, and honey in a saucepan over low heat. Let cool.
 Mix together eggs, vanilla, baking soda, and ginger. Gradually add to cooled honey mixture. Slowly add flour to mixture. Stir until well blended.
 Drop by teaspoonfuls onto cookie sheets about 2 inches apart.
 Bake in the preheated oven until golden, 12 to 15 minutes.
"
110," Place the flour, 1 1/3 cup of sugar, lemon peel, cinnamon, and butter into the work bowl of a food processor, and process until the mixture turns grainy. Stop the machine, add eggs and egg yolks, and process in the machine until the mixture gathers itself up into one dough ball. If the dough doesn't ball up, stop the machine, sprinkle several drops of water onto the dough, and process again. Place the dough into a covered container and refrigerate at least 3 hours or preferably overnight.
 The next day, preheat oven to 350 degrees F (175 degrees C). Allow the dough to rest at room temperature for about 30 minutes to warm up.
 Roll out the dough on a well-floured surface to make a 9 1/2-inch circle. Dough will be rich and sticky. Scrape up the dough circle, and press into a 9-inch pie dish. Quarter and slice the plums, and place skin sides down onto the dough in a neat ring, starting at the outer edge and working in a neat row towards the center.
 Bake in the preheated oven until the plums are bubbling hot and the crust starts to brown, about 45 minutes.
 Allow the tart to cool, and sprinkle with 1 tablespoon of sugar before serving.
"
111," Authentic German red cabbage is a uniquely delicious dish with sweet, sour, and delicately spiced flavor. It's a standout side dish that uses pantry staples, shredded red cabbage, and sliced apples to create a vibrantly colored, fork-tender bite you'll never forget.
 Learn how to make German red cabbage, get serving tips, and find the best methods for storing leftovers.
 German red cabbage is a surprisingly easy recipe to master. You'll find the full recipe below with step-by-step instructions, but here's what you can expect when you make this top-rated recipe:
 The result will be soft and irresistibly tangy cabbage that's ready to pair with some of your favorite dishes.
 This delightfully sweet and sour cabbage dish is traditionally served with rich, meaty options like German Beef Rouladen, beer brats, or homestyle pot roast. German red cabbage also works well with saucy barbecue dishes, dumplings, and other traditional German fares.
 Leftover cabbage can be stored for up to five days in the refrigerator. Reheat gently on the stovetop for the best result.
 Yes, leftover German red cabbage can be safely stored in the freezer for up to three months. Allow it to cool completely before placing it in a tightly sealed freezer bag or airtight container.
 ""Made exactly as written and it was perfect for us,"" shares home cook Boo22Babes. ""This will be a staple in our home. I also love the idea of using it as a condiment. Trying the leftovers on ham and swiss sandwiches today.""
 ""I prepared this last night paired with grilled pork chops,"" says att. ""It was simple, fast, and absolutely delicious with an abundance of flavor.""
 ""I didn't have an apple this time, so I used apple sauce and it came out just as good,"" says reviewer gs777. ""You might cut down the sugar a bit if you prefer it not as sweet, but all in all, a great dish!""
 Editorial contributions by Rai Mincey
 Gather all ingredients.
 Place cabbage, apples, sugar, and butter into a large pot. Pour in vinegar and water, then add salt, pepper, and cloves. Bring to a boil over medium-high heat.
 Reduce heat to low, cover, and simmer until the cabbage is tender, 1 ½ to 2 hours.
 Enjoy!
"
112," Melt the butter in a large skillet over medium heat. Add onions, cook and stir until lightly browned. Sprinkle in the sugar, and continue cooking until onions are deep golden brown, about 10 minutes. Stir in the chicken broth and vinegar and season with paprika. Mix in the bread until dissolved. Bring to a boil, then simmer over low heat for 3 minutes.
 Transfer the mixture to a blender or food processor, and blend until smooth. Serve with pork or beef.
"
113," Place bread cubes into a large bowl. Heat milk until it starts to bubble at the edges, then pour it over bread cubes. Stir briefly to coat bread. Let soak for 15 minutes.
 Meanwhile, melt butter in a skillet over medium heat. Add onions; cook and stir until tender. Stir in parsley, and remove the skillet from the heat. Mix butter into the bowl with bread along with eggs, salt, and pepper. Using your hands, squeeze the dough through your fingers until it is smooth and sticky.
 Bring a large pot of lightly salted water to a boil. The water should be at least 3 or 4 inches deep. When the water is boiling, make a test dumpling about the size of a small orange or tangerine, by patting and cupping it between wet hands. Gently drop it into the boiling water. If it falls apart, the dough is too wet. In this case, stir some bread crumbs into the rest of the dumpling batter.
 Form the remaining dough into large dumplings, then carefully drop them into the boiling water. Simmer for 20 minutes, then remove to a serving plate with a large slotted spoon. They should come out soft, spongy, and delicious!
"
114," Preheat oven to 350 degrees F (175 degrees C). Grease two baking sheets.
 Mix ground almonds, flour, white sugar, 2 teaspoons cocoa powder, cinnamon, cloves, baking powder, and salt together in a large bowl. Use your fingers or a pastry blender to rub in the butter until mixture resembles fine crumbs. Add honey and egg; mix together to form a dough.
 Dust work surface with flour. Roll out dough into a circle about 1/8-inch thick. Cut into gingerbread men shapes with a floured cookie cutter. Place 2 inches apart on baking sheets.
 Bake in the preheated oven until edges are brown, 15 to 20 minutes. Cool in the pan 1 to 2 minutes before transferring to a wire rack to cool completely, about 20 minutes.
 Combine confectioners' sugar and 2 tablespoons cocoa powder in a bowl. Mix in enough boiling water to make a smooth and spreadable icing. Spread icing on cooled cookies using a table knife. Set aside until icing hardens, about 2 hours.
 Substitute ground hazelnuts for the almonds if preferred.
 If you plan to hang the cookies, make a small hole at the top of their heads before baking.
"
115," Slice onion into quarters and separate layers. Add 8 cups water, potato, onion, butter, bay leaf, parsley, salt, and pepper into a large soup pot. Bring to a boil over medium heat; reduce heat to low and simmer until potatoes are tender, about 15 minutes.
 For the noodles: Mix flour, eggs, and about 1 teaspoon of salt in a separate bowl. Stir in enough water to form a thick dough. Slice into noodles; add to soup and cook until fluffy, abut 3 to 5 minutes.
 Add cream and heat through.
 I tilt the bowl over the soup and use a butter knife to cut strips as it pours.
 This soup tastes even better the next day.
"
116," Preheat the oven to 350 degrees F (175 degrees C). Grease 2 cookie sheets.
 Beat 1 cup sugar, butter, molasses, and egg together in a mixing bowl using an electric mixer.
 Sift flour, baking soda, ginger, 1 teaspoon cinnamon, cloves, salt, and nutmeg together in a bowl. Beat into butter mixture until combined.
 Combine 1/8 cup sugar and 1/2 teaspoon cinnamon in a shallow bowl. Roll cookie dough into 1-inch balls. Roll cookies in the sugar-cinnamon mixture to coat. Place on the prepared cookie sheet.
 Bake in the preheated oven until golden and edges are set, about 11 minutes. Remove from the oven and let cool at least 5 minutes before serving or storing.
 No need to press the dough once you place them on the cookie sheet, as they spread perfectly while baking.
 This is my first recipe posted on here, I do not have exactly how much it yields yet. The yield listed is approximate.
"
